id,artiste,titre,genre,contexte_temporel,contexte_meteo,contexte_activite,contexte_emotionnel,contexte_social,contexte_lieu,bpm_estime,energie,valence,danceability,acousticness,instrumentalness,speechiness,liveness,notes
5kUgMxXcpAdsnKumXs4J5Z,Earl Sweatshirt,2010,pop,weekend,ensoleille,fete,joyeux,groupe,parc,126,0.759,0.891,0.883,0.587,0.281,0.036,0.227,7.2
6uzjAAspBqt8iZntiQr9wM,The Keystones,2010,pop,weekend,chaud,sport,joyeux,amis,exterieur,141,0.822,0.822,0.742,0.309,0.108,0.041,0.281,7.1
5O6Y19LQ6P6U0nuqDDKWdX,Playboy Fresh,2010,pop,weekend,chaud,sport,joyeux,groupe,salle_sport,142,0.832,0.8,0.918,0.537,0.382,0.046,0.066,7.3
2QyY3e7kHqy35745b08p5o,jtski,2010,pop,journee,neutre,sport,motive,groupe,exterieur,136,0.815,0.681,0.823,0.535,0.388,0.042,0.137,7.4
57KF6T3QJ8d156PQXsVIPm,Squid,2010,pop,apres_midi,chaud,detente,romantique,couple,maison,128,0.69,0.911,0.746,0.682,0.087,0.114,0.1,7.0
7i3xpu7SFWvzhGa9AZyySR,Little River Band,Reminiscing - Remastered 2010,pop,journee,ensoleille,sport,energique,groupe,exterieur,138,0.91,0.772,0.811,0.567,0.398,0.063,0.152,8.1
7xmCHaJqmZe9uhd3YeM987,Radio Free Alice,2010,pop,weekend,ensoleille,fete,joyeux,amis,parc,117,0.726,0.875,0.834,0.449,0.107,0.116,0.344,7.3
4Y4p5h8V4xgvKE4EwxXYZv,El Waili,2010,pop,apres_midi,chaud,detente,romantique,couple,maison,124,0.626,0.893,0.757,0.594,0.043,0.102,0.173,7.3
52KvuGmgcgRdrLMXOtda0E,Billy Squier,The Stroke - Remastered 2010,pop,weekend,chaud,cuisine,joyeux,famille,parc,115,0.74,0.917,0.703,0.473,0.355,0.099,0.212,8.0
765uzxVzeHIRpHnauhRQ2A,Playboy Fresh,2010,pop,journee,neutre,sport,motive,groupe,salle_sport,136,0.873,0.675,0.894,0.45,0.124,0.049,0.334,7.0
59OmmrLfGxlRiUMRkROX5A,Jess Josie Lee,2010,pop,apres_midi,chaud,detente,romantique,couple,maison,128,0.692,0.804,0.786,0.531,0.324,0.094,0.307,7.4
1H4idkmruFoJBg1DvUv2tY,Paul McCartney,Band On The Run - 2010 Remaster,pop,apres_midi,neutre,detente,romantique,couple,maison,116,0.692,0.712,0.732,0.58,0.229,0.086,0.198,8.7
0REC5p1JI1ObSWiaEOA810,Kbubs,2010,pop,apres_midi,ensoleille,detente,romantique,couple,maison,136,0.673,0.855,0.756,0.515,0.179,0.036,0.208,6.9
0fBQdQauBKrqkYuXomb8ti,Apocalyptica,2010,pop,weekend,chaud,cuisine,joyeux,couple,cafe,128,0.735,0.909,0.724,0.627,0.319,0.076,0.193,6.8
6g14FUj5zU9FDRwBi963vS,Billy Squier,My Kinda Lover - Remastered 2010,pop,apres_midi,chaud,detente,romantique,couple,maison,139,0.654,0.881,0.725,0.722,0.103,0.09,0.062,8.0
4Fn4qJf3wz9PbCA9HI2QoY,Cornelius,2010,pop,weekend,ensoleille,sport,joyeux,groupe,exterieur,135,0.787,0.826,0.897,0.448,0.033,0.032,0.18,6.9
28eg5bkYvIHT7HPmzZFwLN,Billy Squier,Lonely Is The Night - Remastered 2010,pop,apres_midi,ensoleille,detente,romantique,couple,restaurant,127,0.641,0.857,0.626,0.647,0.032,0.035,0.243,7.9
7eJ5UwWCvrMPqM6wcRibSf,Radio Free Alice,2010,pop,apres_midi,neutre,conduite,neutre,famille,voiture,127,0.66,0.772,0.717,0.489,0.061,0.076,0.139,7.2
6iqibNc31h14n1EsCTN0pa,Steven Cravis,2010,pop,journee,neutre,sport,motive,groupe,salle_sport,136,0.767,0.736,0.765,0.735,0.04,0.085,0.218,6.9
5URfZHMlUWTWxPvvSBWcPk,John Lennon,Beautiful Boy (Darling Boy) - Remastered 2010,pop,weekend,chaud,sport,joyeux,groupe,exterieur,135,0.869,0.95,0.816,0.68,0.195,0.06,0.126,7.9
7lzOn77Gfb7t22KzugaQo0,Slaz,2010,pop,journee,neutre,sport,motive,amis,salle_sport,135,0.786,0.759,0.734,0.684,0.13,0.094,0.06,6.7
7pKfPomDEeI4TPT6EOYjn9,John Lennon,Imagine - Remastered 2010,pop,journee,neutre,sport,motive,groupe,salle_sport,139,0.739,0.742,0.778,0.721,0.132,0.07,0.107,8.8
4YdLciv59aoUrWHKBtZqyB,Passing Currents,2010,pop,weekend,ensoleille,fete,joyeux,amis,exterieur,115,0.734,0.81,0.825,0.401,0.242,0.067,0.332,6.8
4d4oXk7O2lEhZ83ivV93li,The Cure,Lullaby - 2010 Remaster,pop,weekend,chaud,fete,joyeux,amis,cafe,125,0.766,0.866,0.835,0.639,0.399,0.037,0.15,7.9
7aFJwVxe0DD5hLvnV1ywBN,DJmegan23,2010,pop,weekend,chaud,sport,joyeux,amis,exterieur,138,0.815,0.909,0.919,0.37,0.093,0.047,0.232,6.4
6mHOcVtsHLMuesJkswc0GZ,Supertramp,The Logical Song - Remastered 2010,pop,weekend,ensoleille,cuisine,joyeux,amis,exterieur,115,0.769,0.922,0.701,0.491,0.266,0.111,0.167,8.2
0UydIz0cApOIbOP7b4WOsn,Earl Sweatshirt,2010,pop,journee,neutre,sport,motive,amis,exterieur,137,0.78,0.77,0.808,0.709,0.322,0.035,0.151,6.7
67oyFnjJnn78fZP9KjeZx0,Supertramp,Goodbye Stranger - Remastered 2010,pop,weekend,chaud,sport,joyeux,groupe,salle_sport,135,0.799,0.95,0.709,0.588,0.196,0.113,0.229,7.9
6bfyk0RCL3N76HLiC1cefW,Ken Carson,2000,pop,weekend,ensoleille,fete,joyeux,amis,plage,117,0.767,0.859,0.85,0.416,0.288,0.108,0.256,7.9
0IuQGeckRX3CXC2y55cykp,Ken Carson,2000,pop,apres_midi,chaud,conduite,neutre,amis,voiture,129,0.643,0.873,0.714,0.45,0.173,0.047,0.25,7.8
4aTYZL8uyGXAdmWOQy4Wgx,Michael Jackson,2000 Watts,pop,weekend,ensoleille,sport,joyeux,amis,exterieur,132,0.756,0.834,0.782,0.542,0.069,0.113,0.267,7.7
3vUMN9hezWjBac9UE8xkVd,vowl.,2000,pop,weekend,chaud,sport,joyeux,groupe,salle_sport,152,0.822,0.935,0.946,0.564,0.107,0.114,0.11,7.8
50WmaN9G4RyEo6imS11gD5,Mietze Conte,2000,pop,journee,chaud,sport,energique,amis,salle_sport,151,0.808,0.707,0.763,0.576,0.083,0.041,0.3,8.0
0yHdSCfTwKhhoehb4Fc6WF,Grand Puba,2000,pop,apres_midi,neutre,detente,romantique,couple,maison,117,0.681,0.728,0.725,0.628,0.247,0.094,0.225,7.8
0PJ9Pb7q7UxXK0EVDWsHLY,Ken Carson,2000,pop,apres_midi,neutre,detente,romantique,couple,restaurant,138,0.666,0.765,0.678,0.633,0.017,0.07,0.242,7.2
3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,La Bachata,pop,weekend,chaud,cuisine,joyeux,couple,cafe,119,0.723,0.811,0.753,0.731,0.258,0.062,0.112,8.6
6xEXnkkgtztJEXtNAG85SL,Fortnight,2000,pop,apres_midi,ensoleille,detente,romantique,couple,maison,136,0.64,0.94,0.798,0.675,0.115,0.033,0.339,6.7
4lsNo2CCp2dUbsuOmdCj5I,Pashanim,2000,pop,weekend,chaud,fete,joyeux,amis,plage,125,0.737,0.9,0.819,0.501,0.333,0.085,0.322,8.1
2uuJs2nltcYFh9pkKP7bW4,Joey Bada$$,Show Me,pop,journee,ensoleille,sport,energique,groupe,exterieur,144,0.889,0.79,0.791,0.611,0.064,0.084,0.249,8.1
2qH1Gv9MaOqpjLQY429l4h,等一下就回家,2000,pop,journee,neutre,sport,motive,amis,exterieur,143,0.827,0.699,0.757,0.561,0.204,0.109,0.27,7.2
61no8AHVtsUrqyIKAlzXgU,Shokupanw,2000,pop,apres_midi,chaud,detente,romantique,couple,maison,130,0.645,0.838,0.757,0.747,0.145,0.072,0.085,6.7
6pM25DLzJb5oWj74d3ElXI,Green Day,2000 Light Years Away,pop,apres_midi,neutre,conduite,neutre,famille,voiture,135,0.647,0.719,0.666,0.437,0.099,0.052,0.264,7.9
1YUIS1RTjLaVKzP7biUvpf,Gavriel,2000,pop,journee,neutre,cuisine,motive,famille,maison,123,0.759,0.759,0.741,0.539,0.177,0.1,0.324,7.0
4C0liVBdGz3FXllRyJZ4Me,Ghostemane,2000 Rounds,pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,136,0.774,0.83,0.788,0.626,0.046,0.049,0.179,7.7
30buPDSZ65uTtIooKhU4cu,Croosh,2000,pop,journee,neutre,sport,motive,amis,exterieur,132,0.789,0.735,0.721,0.427,0.319,0.087,0.186,7.0
0P7DoyGrr4Wp9w5TotEtUC,The Band,The Weight - Remastered 2000,pop,journee,neutre,cuisine,motive,amis,cafe,118,0.717,0.793,0.753,0.436,0.272,0.059,0.261,8.5
5f7WFo5v36lWPL4aGc6rgU,Ssaliva,2000,pop,journee,chaud,sport,energique,groupe,salle_sport,136,0.868,0.714,0.793,0.455,0.309,0.075,0.058,7.0
5fAacciZPmLLFrr8RZ5fvn,Talib Kweli,2000 Seasons,pop,journee,neutre,cuisine,motive,amis,cafe,120,0.733,0.72,0.816,0.727,0.216,0.058,0.349,8.0
5Q4G5Ebsx4Jb9yqMvlo2aQ,Fat Pat,2000,pop,weekend,chaud,sport,joyeux,groupe,salle_sport,147,0.836,0.935,0.796,0.306,0.253,0.069,0.151,6.3
1aXWYqpdI601RhN7dhLSuR,Rampa,2000,pop,apres_midi,ensoleille,detente,romantique,couple,restaurant,136,0.618,0.88,0.762,0.631,0.025,0.083,0.145,6.9
728leu28MmgNznRIrt7PNc,vowl.,2000 (sped up),pop,apres_midi,neutre,detente,romantique,couple,maison,137,0.641,0.775,0.682,0.73,0.246,0.049,0.069,7.7
0wZzigris2RbIi9rqT5yPc,LAZZY2WICE,2000,pop,apres_midi,neutre,detente,romantique,couple,maison,127,0.604,0.655,0.627,0.693,0.083,0.066,0.191,7.3
4qyzR6Vv8Uf3QWtWkipFcC,BLP KOSHER,2000's Baby,pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,149,0.856,0.86,0.896,0.565,0.321,0.079,0.053,7.4
0dZlW6DH4KdyThEh90Xwyv,City Of Enoch,2000,pop,weekend,chaud,sport,joyeux,amis,exterieur,140,0.894,0.944,0.942,0.383,0.161,0.082,0.234,6.3
2svkfWMyvbMAFTJVRBHPGl,vowl.,2000 (slowed),pop,weekend,chaud,sport,joyeux,amis,salle_sport,133,0.767,0.805,0.749,0.497,0.214,0.036,0.09,7.8
5jVFVYPc5fLLysoHguuTOI,SIDARTA,2000,pop,apres_midi,neutre,detente,romantique,couple,maison,122,0.674,0.686,0.675,0.567,0.014,0.042,0.144,7.9
7bdicQl1ZG2TOQhsTwBUap,BluNites,2000,pop,journee,chaud,sport,energique,amis,exterieur,138,0.816,0.719,0.852,0.618,0.201,0.052,0.284,6.8
10LQb9qMckLjqoi9clybpP,Allstar JR,2000,pop,weekend,chaud,sport,joyeux,amis,exterieur,130,0.762,0.924,0.761,0.403,0.368,0.039,0.328,6.4
6Rh2ZKhi163DVUKfqk04j9,Gatlin,2000 Miles,pop,journee,neutre,cuisine,motive,couple,cafe,118,0.791,0.749,0.702,0.704,0.064,0.061,0.282,7.5
4pZ7DpJ96C6n00pMMcz34b,Lil1700adrian,2000,pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,138,0.871,0.848,0.78,0.666,0.051,0.059,0.198,6.3
4tAJW6ze7fGj74gjDHmAt9,John Williams,"Nimbus 2000 - From ""Harry Potter and the Philosopher's Stone""",pop,journee,chaud,sport,energique,groupe,exterieur,149,0.817,0.704,0.775,0.326,0.088,0.107,0.32,6.7
3QIsZB9Q70Kxw5IQMXkYWV,CYCLOPOP,2000,pop,weekend,chaud,sport,joyeux,groupe,salle_sport,136,0.835,0.845,0.907,0.391,0.106,0.093,0.313,6.6
188JTF6dEXKksYBt9t05TJ,TV Girl,Summer 2000 Baby,pop,journee,neutre,sport,motive,groupe,salle_sport,134,0.768,0.705,0.802,0.575,0.078,0.108,0.122,8.1
5hYXYIswKuYjZzWOKOYWX4,Ritmo Tribale,2000,pop,apres_midi,ensoleille,detente,romantique,couple,maison,138,0.643,0.813,0.693,0.693,0.275,0.032,0.115,6.7
